,VendorID,PUDatetime,DODatetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge,type,airport_fee,Airport_fee
4077,2,2023-01-01 00:15:44,2023-01-01 00:21:18,N,1.0,148,144,3.0,0.89,7.2,1.0,0.5,2.44,0.0,,1.0,14.64,1.0,,2.5,yellow_taxi,0.0,
2134,2,2023-01-01 00:15:45,2023-01-01 00:30:50,N,1.0,142,170,2.0,2.55,16.3,1.0,0.5,0.0,0.0,,1.0,21.3,2.0,,2.5,yellow_taxi,0.0,
1589,2,2023-01-01 00:15:46,2023-01-01 00:28:50,N,1.0,249,114,1.0,1.06,12.1,1.0,0.5,3.42,0.0,,1.0,20.52,1.0,,2.5,yellow_taxi,0.0,
1417,2,2023-01-01 00:15:47,2023-01-01 00:38:04,N,2.0,132,170,2.0,16.96,70.0,0.0,0.5,12.27,6.55,,1.0,94.07,1.0,,2.5,yellow_taxi,1.25,
3816,2,2023-01-01 00:15:47,2023-01-01 00:25:39,N,1.0,143,236,2.0,1.81,12.1,1.0,0.5,3.42,0.0,,1.0,20.52,1.0,,2.5,yellow_taxi,0.0,
588,2,2023-01-01 00:15:48,2023-01-01 00:19:17,N,1.0,229,137,1.0,1.02,6.5,1.0,0.5,2.3,0.0,,1.0,13.8,1.0,,2.5,yellow_taxi,0.0,
435,2,2023-01-01 00:15:48,2023-01-01 00:29:17,N,1.0,144,246,1.0,2.65,14.9,1.0,0.5,3.98,0.0,,1.0,23.88,1.0,,2.5,yellow_taxi,0.0,
1224,2,2023-01-01 00:15:49,2023-01-01 00:25:02,N,1.0,113,170,1.0,1.72,11.4,1.0,0.5,0.0,0.0,,1.0,16.4,2.0,,2.5,yellow_taxi,0.0,
4448,2,2023-01-01 00:15:50,2023-01-01 00:20:52,N,1.0,114,144,1.0,0.63,7.2,1.0,0.5,2.44,0.0,,1.0,14.64,1.0,,2.5,yellow_taxi,0.0,
3408,2,2023-01-01 00:15:50,2023-01-01 00:29:04,N,1.0,236,143,1.0,2.55,14.9,1.0,0.5,3.0,0.0,,1.0,22.9,1.0,,2.5,yellow_taxi,0.0,
4019,2,2023-01-01 00:15:54,2023-01-01 23:51:50,N,1.0,231,4,5.0,2.54,18.4,1.0,0.5,4.68,0.0,,1.0,28.08,1.0,,2.5,yellow_taxi,0.0,
3758,2,2023-01-01 00:15:55,2023-01-01 00:31:46,N,1.0,234,246,1.0,1.96,16.3,1.0,0.5,4.26,0.0,,1.0,25.56,1.0,,2.5,yellow_taxi,0.0,
4799,2,2023-01-01 00:15:55,2023-01-01 00:25:50,N,1.0,249,87,1.0,2.1,12.1,1.0,0.5,3.42,0.0,,1.0,20.52,1.0,,2.5,yellow_taxi,0.0,
1530,2,2023-01-01 00:15:57,2023-01-01 00:23:39,N,1.0,107,137,6.0,0.93,8.6,1.0,0.5,2.72,0.0,,1.0,16.32,1.0,,2.5,yellow_taxi,0.0,
3451,2,2023-01-01 00:15:59,2023-01-01 00:21:13,N,1.0,79,107,6.0,0.9,7.2,1.0,0.5,3.05,0.0,,1.0,15.25,1.0,,2.5,yellow_taxi,0.0,
3973,1,2023-01-01 00:15:59,2023-01-01 00:27:41,N,1.0,144,79,2.0,1.4,12.1,3.5,0.5,3.0,0.0,,1.0,20.1,1.0,,2.5,yellow_taxi,0.0,
2995316,2,2023-01-01 00:16:00,2023-01-01 00:38:00,,,90,262,,4.77,27.42,0.0,0.5,7.86,0.0,,1.0,39.28,0.0,,,yellow_taxi,,
258,1,2023-01-01 00:16:01,2023-01-01 00:26:13,N,1.0,237,143,1.0,1.4,10.0,3.5,0.5,0.0,0.0,,1.0,15.0,2.0,,2.5,yellow_taxi,0.0,
2233,2,2023-01-01 00:16:02,2023-01-01 00:27:17,N,1.0,141,79,1.0,2.61,14.2,1.0,0.5,8.8,0.0,,1.0,28.0,1.0,,2.5,yellow_taxi,0.0,
2693,2,2023-01-01 00:16:02,2023-01-01 00:30:18,N,1.0,166,239,4.0,2.64,17.0,1.0,0.5,4.4,0.0,,1.0,26.4,1.0,,2.5,yellow_taxi,0.0,
960,2,2023-01-01 00:16:02,2023-01-01 00:25:53,N,1.0,229,170,3.0,1.5,11.4,1.0,0.5,4.1,0.0,,1.0,20.5,1.0,,2.5,yellow_taxi,0.0,
2760,2,2023-01-01 00:16:03,2023-01-01 00:44:32,N,2.0,132,238,2.0,20.07,70.0,0.0,0.5,15.61,6.55,,1.0,94.91,1.0,,0.0,yellow_taxi,1.25,
4540,2,2023-01-01 00:16:04,2023-01-01 00:38:10,N,1.0,114,263,1.0,5.35,26.1,1.0,0.5,0.0,0.0,,1.0,31.1,2.0,,2.5,yellow_taxi,0.0,
456,2,2023-01-01 00:16:06,2023-01-01 00:35:29,N,1.0,237,79,1.0,3.7,20.5,1.0,0.5,0.0,0.0,,1.0,25.5,2.0,,2.5,yellow_taxi,0.0,
2504,2,2023-01-01 00:16:06,2023-01-01 00:31:59,N,1.0,79,256,1.0,3.16,19.1,1.0,0.5,6.02,0.0,,1.0,30.12,1.0,,2.5,yellow_taxi,0.0,
4940,2,2023-01-01 00:16:06,2023-01-01 00:33:22,N,1.0,151,163,2.0,2.54,17.7,1.0,0.5,4.54,0.0,,1.0,27.24,1.0,,2.5,yellow_taxi,0.0,
1563,2,2023-01-01 00:16:07,2023-01-01 00:31:06,N,1.0,137,75,1.0,3.58,18.4,1.0,0.5,4.21,0.0,,1.0,27.61,1.0,,2.5,yellow_taxi,0.0,
4440,2,2023-01-01 00:16:08,2023-01-01 00:21:25,N,1.0,140,229,2.0,0.94,7.9,1.0,0.5,2.58,0.0,,1.0,15.48,1.0,,2.5,yellow_taxi,0.0,
3994,2,2023-01-01 00:16:09,2023-01-01 01:00:34,N,1.0,48,233,2.0,2.56,35.2,1.0,0.5,0.0,0.0,,1.0,40.2,1.0,,2.5,yellow_taxi,0.0,
108,2,2023-01-01 00:16:09,2023-01-01 00:21:15,N,1.0,125,231,1.0,0.67,6.5,1.0,0.5,0.0,0.0,,1.0,11.5,1.0,,2.5,yellow_taxi,0.0,
747,2,2023-01-01 00:16:09,2023-01-01 00:20:46,N,1.0,140,263,1.0,1.5,8.6,1.0,0.5,2.72,0.0,,1.0,16.32,1.0,,2.5,yellow_taxi,0.0,
4080,1,2023-01-01 00:16:10,2023-01-01 00:41:26,N,2.0,132,262,2.0,19.4,70.0,3.75,0.5,0.0,6.55,,1.0,81.8,1.0,,2.5,yellow_taxi,1.25,
4863,2,2023-01-01 00:16:10,2023-01-01 00:27:07,N,1.0,264,264,1.0,1.8,12.1,1.0,0.5,0.0,0.0,,1.0,17.1,2.0,,2.5,yellow_taxi,0.0,
43,2,2023-01-01 00:16:10,2023-01-01 00:54:55,N,5.0,66,48,3.0,6.19,75.0,0.0,0.0,0.0,0.0,,0.3,78.05,2.0,2.0,2.75,green_taxi,,
